Имя;Режим;Количество очков;Дата
Тестирование;1 из 2;30.05.2021 15:11:31
Тестирование;1 из 2;30.05.2021 15:37:39
Тестирование;1 из 2;30.05.2021 15:40:33
Тестирование;1 из 2;30.05.2021 15:47:33
